split,class,filename,severity,anomalies,details
train,normal,n6 (2) - Copy.jpg,critical,colored_pixels|high_saturation|text_overlay|border_anomaly|possible_watermark,{"colored_pixel_fraction": 0.00599; "high_saturation_fraction": 0.00581; "left_bar_bright_fraction": 0.2978; "right_bar_bright_fraction": 0.2895; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 142.6; "bottom_border_mean_diff": 135.49; "left_border_mean_diff": 85.38; "right_border_mean_diff": 86.15; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1639; "text_like_ratio": 0.633}
train,normal,n6 (2).jpg,critical,colored_pixels|high_saturation|text_overlay|border_anomaly|possible_watermark,{"colored_pixel_fraction": 0.00599; "high_saturation_fraction": 0.00581; "left_bar_bright_fraction": 0.2978; "right_bar_bright_fraction": 0.2895; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 142.6; "bottom_border_mean_diff": 135.49; "left_border_mean_diff": 85.38; "right_border_mean_diff": 86.15; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1639; "text_like_ratio": 0.633}
train,normal,n6 - Copy.jpg,critical,colored_pixels|high_saturation|text_overlay|border_anomaly|possible_watermark,{"colored_pixel_fraction": 0.00599; "high_saturation_fraction": 0.00581; "left_bar_bright_fraction": 0.2978; "right_bar_bright_fraction": 0.2895; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 142.6; "bottom_border_mean_diff": 135.49; "left_border_mean_diff": 85.38; "right_border_mean_diff": 86.15; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1639; "text_like_ratio": 0.633}
train,normal,n6.jpg,critical,colored_pixels|high_saturation|text_overlay|border_anomaly|possible_watermark,{"colored_pixel_fraction": 0.00599; "high_saturation_fraction": 0.00581; "left_bar_bright_fraction": 0.2978; "right_bar_bright_fraction": 0.2895; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 142.6; "bottom_border_mean_diff": 135.49; "left_border_mean_diff": 85.38; "right_border_mean_diff": 86.15; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1639; "text_like_ratio": 0.633}
train,normal,n7 (2) - Copy.png,critical,high_saturation|blue_overlay|text_overlay|border_anomaly|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00103; "blue_fraction": 0.00176; "top_left_bright_mean": 202.21; "top_right_bright_mean": 202.21; "bottom_left_bright_mean": 202.24; "bottom_right_bright_mean": 202.26; "top_bar_bright_fraction": 1.0; "bottom_bar_bright_fraction": 1.0; "left_bar_bright_fraction": 1.0; "right_bar_bright_fraction": 1.0; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 131.01; "top_uniform_border": 0.0; "bottom_border_mean_diff": 131.01; "bottom_uniform_border": 0.0; "left_border_mean_diff": 131.01; "left_uniform_border": 0.0; "right_border_mean_diff": 131.01; "right_uniform_border": 0.0; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "bright_border_fraction": 1.0; "colored_line_count": 29; "highpass_ratio": 0.101; "text_like_ratio": 0.45}
train,normal,n7 (2).png,critical,high_saturation|blue_overlay|text_overlay|border_anomaly|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00103; "blue_fraction": 0.00176; "top_left_bright_mean": 202.21; "top_right_bright_mean": 202.21; "bottom_left_bright_mean": 202.24; "bottom_right_bright_mean": 202.26; "top_bar_bright_fraction": 1.0; "bottom_bar_bright_fraction": 1.0; "left_bar_bright_fraction": 1.0; "right_bar_bright_fraction": 1.0; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 131.01; "top_uniform_border": 0.0; "bottom_border_mean_diff": 131.01; "bottom_uniform_border": 0.0; "left_border_mean_diff": 131.01; "left_uniform_border": 0.0; "right_border_mean_diff": 131.01; "right_uniform_border": 0.0; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "bright_border_fraction": 1.0; "colored_line_count": 29; "highpass_ratio": 0.101; "text_like_ratio": 0.45}
train,normal,n7 - Copy.png,critical,high_saturation|blue_overlay|text_overlay|border_anomaly|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00103; "blue_fraction": 0.00176; "top_left_bright_mean": 202.21; "top_right_bright_mean": 202.21; "bottom_left_bright_mean": 202.24; "bottom_right_bright_mean": 202.26; "top_bar_bright_fraction": 1.0; "bottom_bar_bright_fraction": 1.0; "left_bar_bright_fraction": 1.0; "right_bar_bright_fraction": 1.0; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 131.01; "top_uniform_border": 0.0; "bottom_border_mean_diff": 131.01; "bottom_uniform_border": 0.0; "left_border_mean_diff": 131.01; "left_uniform_border": 0.0; "right_border_mean_diff": 131.01; "right_uniform_border": 0.0; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "bright_border_fraction": 1.0; "colored_line_count": 29; "highpass_ratio": 0.101; "text_like_ratio": 0.45}
train,normal,n7.png,critical,high_saturation|blue_overlay|text_overlay|border_anomaly|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00103; "blue_fraction": 0.00176; "top_left_bright_mean": 202.21; "top_right_bright_mean": 202.21; "bottom_left_bright_mean": 202.24; "bottom_right_bright_mean": 202.26; "top_bar_bright_fraction": 1.0; "bottom_bar_bright_fraction": 1.0; "left_bar_bright_fraction": 1.0; "right_bar_bright_fraction": 1.0; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 131.01; "top_uniform_border": 0.0; "bottom_border_mean_diff": 131.01; "bottom_uniform_border": 0.0; "left_border_mean_diff": 131.01; "left_uniform_border": 0.0; "right_border_mean_diff": 131.01; "right_uniform_border": 0.0; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "bright_border_fraction": 1.0; "colored_line_count": 29; "highpass_ratio": 0.101; "text_like_ratio": 0.45}
train,normal,n9 (2) - Copy.jpg,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.1631; "bottom_right_std": 56.26; "left_bar_bright_fraction": 0.2801; "right_bar_bright_fraction": 0.2691; "text_regions": ["bottom_right"; "left_bar"; "right_bar"]; "top_border_mean_diff": 107.45; "bottom_border_mean_diff": 99.7; "anomalous_borders": ["top"; "bottom"]; "highpass_ratio": 0.1057; "text_like_ratio": 0.4152}
train,normal,n9 (2).jpg,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.1631; "bottom_right_std": 56.26; "left_bar_bright_fraction": 0.2801; "right_bar_bright_fraction": 0.2691; "text_regions": ["bottom_right"; "left_bar"; "right_bar"]; "top_border_mean_diff": 107.45; "bottom_border_mean_diff": 99.7; "anomalous_borders": ["top"; "bottom"]; "highpass_ratio": 0.1057; "text_like_ratio": 0.4152}
train,normal,n9 - Copy.jpg,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.1631; "bottom_right_std": 56.26; "left_bar_bright_fraction": 0.2801; "right_bar_bright_fraction": 0.2691; "text_regions": ["bottom_right"; "left_bar"; "right_bar"]; "top_border_mean_diff": 107.45; "bottom_border_mean_diff": 99.7; "anomalous_borders": ["top"; "bottom"]; "highpass_ratio": 0.1057; "text_like_ratio": 0.4152}
train,normal,n9.jpg,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.1631; "bottom_right_std": 56.26; "left_bar_bright_fraction": 0.2801; "right_bar_bright_fraction": 0.2691; "text_regions": ["bottom_right"; "left_bar"; "right_bar"]; "top_border_mean_diff": 107.45; "bottom_border_mean_diff": 99.7; "anomalous_borders": ["top"; "bottom"]; "highpass_ratio": 0.1057; "text_like_ratio": 0.4152}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000006 (4).png,warning,border_anomaly,{"top_border_mean_diff": 81.9; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000007 (4).png,warning,border_anomaly,{"top_border_mean_diff": 93.85; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000017 (4).png,critical,text_overlay|border_anomaly,{"bottom_right_edge_density": 0.1575; "bottom_right_std": 47.1; "text_regions": ["bottom_right"]; "top_border_mean_diff": 113.65; "left_border_mean_diff": 84.81; "anomalous_borders": ["top"; "left"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000027 (2).png,warning,border_anomaly,{"right_border_mean_diff": 84.36; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000029 (4).png,warning,border_anomaly,{"top_border_mean_diff": 83.5; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000032.png,warning,border_anomaly,{"top_border_mean_diff": 94.98; "left_border_mean_diff": 93.75; "right_border_mean_diff": 104.67; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000035 (5).png,warning,border_anomaly,{"right_border_mean_diff": 90.79; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000037 (2).png,warning,border_anomaly,{"right_border_mean_diff": 89.41; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000038 (2).png,warning,border_anomaly,{"top_border_mean_diff": 89.68; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000041 (4).png,warning,border_anomaly,{"top_border_mean_diff": 83.22; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000043 (3).png,warning,border_anomaly,{"top_border_mean_diff": 96.58; "right_border_mean_diff": 86.5; "anomalous_borders": ["top"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000046 (4).png,warning,border_anomaly,{"top_border_mean_diff": 92.96; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000049 (3).png,warning,border_anomaly,{"top_border_mean_diff": 105.79; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000051 (3).png,warning,border_anomaly,{"top_border_mean_diff": 105.81; "right_border_mean_diff": 82.9; "anomalous_borders": ["top"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000053.png,warning,border_anomaly,{"top_border_mean_diff": 89.98; "left_border_mean_diff": 80.44; "right_border_mean_diff": 81.22; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000057 (3).png,warning,border_anomaly,{"top_border_mean_diff": 84.39; "right_border_mean_diff": 82.13; "anomalous_borders": ["top"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000057 (6).png,warning,border_anomaly,{"right_border_mean_diff": 82.31; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000058.png,warning,border_anomaly,{"left_border_mean_diff": 82.15; "right_border_mean_diff": 84.12; "anomalous_borders": ["left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000060 (2).png,warning,border_anomaly,{"top_border_mean_diff": 98.64; "left_border_mean_diff": 80.66; "right_border_mean_diff": 91.05; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000063 (3).png,warning,border_anomaly,{"top_border_mean_diff": 99.05; "left_border_mean_diff": 89.17; "right_border_mean_diff": 104.32; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000063.png,warning,border_anomaly,{"top_border_mean_diff": 120.28; "bottom_border_mean_diff": 87.53; "right_border_mean_diff": 94.28; "anomalous_borders": ["top"; "bottom"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000067 (3).png,warning,border_anomaly,{"top_border_mean_diff": 82.27; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000069 (2).png,warning,border_anomaly,{"top_border_mean_diff": 107.5; "left_border_mean_diff": 91.94; "anomalous_borders": ["top"; "left"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000071 (3).png,warning,border_anomaly,{"right_border_mean_diff": 93.67; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000077 (2).png,warning,border_anomaly,{"top_border_mean_diff": 94.84; "left_border_mean_diff": 106.53; "right_border_mean_diff": 82.81; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000077 (4).png,warning,border_anomaly,{"top_border_mean_diff": 81.31; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000077 (5).png,warning,border_anomaly,{"top_border_mean_diff": 111.62; "left_border_mean_diff": 98.18; "right_border_mean_diff": 111.66; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000079.png,warning,border_anomaly,{"left_border_mean_diff": 92.56; "right_border_mean_diff": 91.26; "anomalous_borders": ["left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000081 (3).png,warning,border_anomaly,{"top_border_mean_diff": 80.69; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000082 (3).png,warning,border_anomaly,{"top_border_mean_diff": 85.64; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000084 (3).png,warning,border_anomaly,{"top_border_mean_diff": 108.63; "left_border_mean_diff": 100.5; "right_border_mean_diff": 111.72; "anomalous_borders": ["top"; "left"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000088.png,warning,border_anomaly,{"top_border_mean_diff": 95.67; "right_border_mean_diff": 88.7; "anomalous_borders": ["top"; "right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000091 (5).png,warning,border_anomaly,{"top_border_mean_diff": 83.89; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000091 (7).png,warning,border_anomaly,{"top_border_mean_diff": 80.33; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000093.png,warning,border_anomaly,{"left_border_mean_diff": 82.07; "anomalous_borders": ["left"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000094 (3).png,warning,border_anomaly,{"left_border_mean_diff": 85.11; "anomalous_borders": ["left"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000106 (3).png,warning,border_anomaly,{"right_border_mean_diff": 98.55; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000120 (6).png,warning,border_anomaly,{"right_border_mean_diff": 85.07; "anomalous_borders": ["right"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000121 (2).png,warning,border_anomaly,{"top_border_mean_diff": 81.16; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000122.png,warning,border_anomaly,{"top_border_mean_diff": 89.19; "anomalous_borders": ["top"]}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq1.png,critical,text_overlay|possible_watermark,{"top_bar_bright_fraction": 0.2789; "bottom_bar_bright_fraction": 0.2413; "left_bar_bright_fraction": 0.1533; "right_bar_bright_fraction": 0.1533; "text_regions": ["top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.125; "text_like_ratio": 0.6003}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq2.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 81.72; "left_border_mean_diff": 95.22; "right_border_mean_diff": 102.33; "anomalous_borders": ["top"; "left"; "right"]; "highpass_ratio": 0.1863; "text_like_ratio": 0.6665}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq3.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 99.37; "anomalous_borders": ["top"]; "highpass_ratio": 0.1433; "text_like_ratio": 0.4513}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq4.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 99.37; "anomalous_borders": ["top"]; "highpass_ratio": 0.1433; "text_like_ratio": 0.4513}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq5.png,critical,text_overlay|possible_watermark,{"top_left_bright_mean": 167.37; "top_bar_bright_fraction": 0.1674; "text_regions": ["top_left"; "top_bar"]; "highpass_ratio": 0.1388; "text_like_ratio": 0.5363}
train,squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,sq6.png,critical,text_overlay|possible_watermark,{"top_left_bright_mean": 167.37; "top_bar_bright_fraction": 0.1674; "text_regions": ["top_left"; "top_bar"]; "highpass_ratio": 0.1388; "text_like_ratio": 0.5363}
test,adenocarcinoma,000109 (2).png,warning,border_anomaly,{"top_border_mean_diff": 82.83; "bottom_border_mean_diff": 81.79; "left_border_mean_diff": 87.59; "right_border_mean_diff": 88.17; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000109 (4).png,warning,border_anomaly,{"top_border_mean_diff": 95.07; "bottom_border_mean_diff": 93.06; "left_border_mean_diff": 93.53; "right_border_mean_diff": 94.69; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000109 (5).png,warning,border_anomaly,{"left_border_mean_diff": 80.42; "right_border_mean_diff": 80.0; "anomalous_borders": ["left"; "right"]}
test,adenocarcinoma,000113 (7).png,warning,border_anomaly,{"top_border_mean_diff": 80.73; "bottom_border_mean_diff": 82.38; "left_border_mean_diff": 82.45; "right_border_mean_diff": 83.93; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000114 (5).png,warning,border_anomaly,{"bottom_border_mean_diff": 90.79; "left_border_mean_diff": 84.15; "right_border_mean_diff": 92.25; "anomalous_borders": ["bottom"; "left"; "right"]}
test,adenocarcinoma,000114.png,warning,border_anomaly,{"left_border_mean_diff": 81.14; "right_border_mean_diff": 80.38; "anomalous_borders": ["left"; "right"]}
test,adenocarcinoma,000115.png,warning,border_anomaly,{"top_border_mean_diff": 82.65; "bottom_border_mean_diff": 84.07; "left_border_mean_diff": 83.93; "right_border_mean_diff": 85.39; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000116 (5).png,warning,border_anomaly,{"top_border_mean_diff": 90.47; "bottom_border_mean_diff": 87.35; "left_border_mean_diff": 88.95; "right_border_mean_diff": 90.32; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000116 (7).png,warning,border_anomaly,{"top_border_mean_diff": 93.5; "bottom_border_mean_diff": 95.87; "left_border_mean_diff": 92.87; "right_border_mean_diff": 98.48; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000117.png,warning,border_anomaly,{"top_border_mean_diff": 124.58; "bottom_border_mean_diff": 137.73; "left_border_mean_diff": 140.38; "right_border_mean_diff": 141.77; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000118 (5).png,warning,border_anomaly,{"top_border_mean_diff": 93.13; "bottom_border_mean_diff": 93.9; "left_border_mean_diff": 95.87; "right_border_mean_diff": 96.07; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000118 (7).png,warning,border_anomaly,{"left_border_mean_diff": 83.03; "right_border_mean_diff": 82.41; "anomalous_borders": ["left"; "right"]}
test,adenocarcinoma,000119 (4).png,warning,border_anomaly,{"top_border_mean_diff": 97.61; "bottom_border_mean_diff": 97.26; "left_border_mean_diff": 98.45; "right_border_mean_diff": 100.13; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000119 (5).png,warning,border_anomaly,{"top_border_mean_diff": 80.76; "bottom_border_mean_diff": 87.4; "left_border_mean_diff": 89.64; "right_border_mean_diff": 89.53; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000121 (6).png,warning,border_anomaly,{"top_border_mean_diff": 85.72; "bottom_border_mean_diff": 109.37; "left_border_mean_diff": 111.88; "right_border_mean_diff": 111.56; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000121 (7).png,warning,border_anomaly,{"top_border_mean_diff": 117.37; "bottom_border_mean_diff": 115.3; "left_border_mean_diff": 117.74; "right_border_mean_diff": 117.46; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000121.png,warning,border_anomaly,{"left_border_mean_diff": 80.21; "anomalous_borders": ["left"]}
test,adenocarcinoma,000122.png,warning,border_anomaly,{"top_border_mean_diff": 105.24; "bottom_border_mean_diff": 102.8; "left_border_mean_diff": 106.2; "right_border_mean_diff": 106.05; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000123 (4).png,warning,border_anomaly,{"top_border_mean_diff": 80.96; "right_border_mean_diff": 83.71; "anomalous_borders": ["top"; "right"]}
test,adenocarcinoma,000125 (2).png,warning,border_anomaly,{"top_border_mean_diff": 84.06; "bottom_border_mean_diff": 84.27; "left_border_mean_diff": 86.44; "anomalous_borders": ["top"; "bottom"; "left"]}
test,adenocarcinoma,000125 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 82.1; "left_border_mean_diff": 82.33; "anomalous_borders": ["bottom"; "left"]}
test,adenocarcinoma,000125 (5).png,warning,border_anomaly,{"left_border_mean_diff": 80.08; "right_border_mean_diff": 80.65; "anomalous_borders": ["left"; "right"]}
test,adenocarcinoma,000125 (6).png,warning,border_anomaly,{"top_border_mean_diff": 102.92; "bottom_border_mean_diff": 101.22; "left_border_mean_diff": 104.02; "right_border_mean_diff": 103.84; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000127 (5).png,warning,border_anomaly,{"left_border_mean_diff": 80.99; "right_border_mean_diff": 81.03; "anomalous_borders": ["left"; "right"]}
test,adenocarcinoma,000129 (5).png,warning,border_anomaly,{"top_border_mean_diff": 80.9; "bottom_border_mean_diff": 83.81; "left_border_mean_diff": 83.01; "right_border_mean_diff": 85.59; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000129.png,warning,border_anomaly,{"top_border_mean_diff": 89.34; "bottom_border_mean_diff": 86.91; "left_border_mean_diff": 89.8; "right_border_mean_diff": 89.31; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000131 (2).png,warning,border_anomaly,{"top_border_mean_diff": 117.79; "bottom_border_mean_diff": 115.06; "left_border_mean_diff": 117.92; "right_border_mean_diff": 116.34; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000132 (7).png,warning,border_anomaly,{"top_border_mean_diff": 107.18; "bottom_border_mean_diff": 113.88; "left_border_mean_diff": 115.4; "right_border_mean_diff": 115.46; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000132.png,warning,border_anomaly,{"top_border_mean_diff": 101.77; "bottom_border_mean_diff": 100.23; "left_border_mean_diff": 103.23; "right_border_mean_diff": 103.31; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000133 (2).png,warning,border_anomaly,{"top_border_mean_diff": 82.82; "bottom_border_mean_diff": 82.56; "left_border_mean_diff": 83.58; "right_border_mean_diff": 84.9; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000133 (4).png,warning,border_anomaly,{"top_border_mean_diff": 90.57; "bottom_border_mean_diff": 90.32; "left_border_mean_diff": 91.64; "right_border_mean_diff": 91.95; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000134 (2).png,warning,border_anomaly,{"top_border_mean_diff": 81.47; "bottom_border_mean_diff": 93.45; "left_border_mean_diff": 96.21; "right_border_mean_diff": 95.68; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000134.png,warning,border_anomaly,{"top_border_mean_diff": 99.96; "bottom_border_mean_diff": 96.09; "left_border_mean_diff": 99.77; "right_border_mean_diff": 99.5; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000136 (2).png,warning,border_anomaly,{"top_border_mean_diff": 100.29; "bottom_border_mean_diff": 98.13; "left_border_mean_diff": 100.72; "right_border_mean_diff": 100.1; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000137 (2).png,warning,border_anomaly,{"top_border_mean_diff": 102.08; "bottom_border_mean_diff": 100.15; "left_border_mean_diff": 101.96; "right_border_mean_diff": 102.25; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000137 (4).png,warning,border_anomaly,{"top_border_mean_diff": 88.86; "bottom_border_mean_diff": 87.0; "left_border_mean_diff": 89.23; "right_border_mean_diff": 89.37; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000137 (8).png,warning,border_anomaly,{"top_border_mean_diff": 86.83; "bottom_border_mean_diff": 92.36; "left_border_mean_diff": 94.77; "right_border_mean_diff": 94.16; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000138 (9).png,warning,border_anomaly,{"top_border_mean_diff": 83.59; "bottom_border_mean_diff": 81.91; "left_border_mean_diff": 84.53; "right_border_mean_diff": 84.04; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000139 (6).png,warning,border_anomaly,{"top_border_mean_diff": 98.54; "bottom_border_mean_diff": 97.05; "left_border_mean_diff": 99.28; "right_border_mean_diff": 99.39; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000139.png,warning,border_anomaly,{"top_border_mean_diff": 88.65; "bottom_border_mean_diff": 87.76; "left_border_mean_diff": 90.24; "right_border_mean_diff": 90.24; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000140.png,warning,border_anomaly,{"top_border_mean_diff": 80.87; "right_border_mean_diff": 80.49; "anomalous_borders": ["top"; "right"]}
test,adenocarcinoma,000141 (2).png,warning,border_anomaly,{"top_border_mean_diff": 99.46; "bottom_border_mean_diff": 106.76; "left_border_mean_diff": 109.75; "right_border_mean_diff": 109.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000142.png,warning,border_anomaly,{"top_border_mean_diff": 106.47; "bottom_border_mean_diff": 104.11; "left_border_mean_diff": 106.57; "right_border_mean_diff": 107.21; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000143 (6).png,warning,border_anomaly,{"top_border_mean_diff": 102.99; "bottom_border_mean_diff": 100.7; "left_border_mean_diff": 99.88; "right_border_mean_diff": 99.48; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
